,Item_Identifier,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
1486,995,2,0.0,1,140.3838,5,2,3,3806.3971844630923
1487,1446,1,0.065726925,9,128.6678,0,2,0,613.1761698148714
1488,571,1,0.025636945,10,89.1172,5,2,3,2924.121354974088
1489,651,2,0.088502045,6,116.2466,9,0,1,1924.2444778104527
1490,954,1,0.019073386,13,237.7248,7,1,1,3703.296146138783
1491,510,2,0.039200151,0,207.5296,3,2,2,3824.7294071198894
1492,119,1,0.021344178,7,52.2298,2,1,1,557.3962055915467
1493,1404,1,0.030355463,8,35.0874,8,0,1,657.9577457635787
1494,719,2,0.07027007,10,43.9112,0,2,0,-671.9521619066354
1495,572,1,0.130733334,6,188.3898,2,1,1,2489.257982695159
1496,1163,2,0.140584452,0,52.3008,6,1,1,606.3850504447882
1497,970,2,0.026597059,10,36.3532,6,1,1,539.475023010134
1498,780,2,0.014365128,6,242.8512,8,0,1,3964.1728485132635
1499,39,1,0.033281349,4,154.134,7,1,1,2400.1176085900443
1500,31,1,0.128309411,14,92.112,4,0,0,313.0648809464151
1501,573,1,0.080619969,13,119.144,3,2,2,2327.216365140155
1502,295,1,0.181092301,6,231.6642,0,2,0,2040.1873617248807
1503,839,2,0.015887996,13,228.6352,5,2,3,5140.468905729175
1504,961,1,0.005559688,5,121.2414,7,1,1,1922.4322433605175
1505,337,2,0.07686393,15,60.4904,4,0,0,-62.91393404475912
1506,1286,1,0.015431545,9,162.7526,6,1,1,2488.9499571262895
1507,535,0,0.183368339,6,100.07,6,1,1,1208.631459882848
1508,1492,1,0.042751812,8,164.5842,8,0,1,2652.220918425252
1509,300,1,0.070141633,4,214.985,6,1,1,3228.14274168869
1510,1486,1,0.162626685,8,103.6674,4,0,0,425.55807169048876
1511,514,2,0.100174939,6,123.2388,8,0,1,1960.8013147687802
1512,1510,1,0.015513314,8,156.9604,3,2,2,3020.6119203877306
1513,607,2,0.046081489,5,38.0506,6,1,1,543.7218097008595
1514,891,1,0.022456327,10,141.2812,6,1,1,2146.2766854564748
1515,97,1,0.044340045,7,173.908,7,1,1,2684.9358206987786
1516,733,2,0.224830093,3,40.248,0,2,0,-980.2205387597116
1517,108,0,0.083464455,4,82.425,0,2,0,-149.1979266434587
1518,371,2,0.06337778,5,126.2046,0,2,0,631.2694357396583
1519,194,1,0.057512493,6,125.5046,7,1,1,1909.2976786972222
1520,641,2,0.025926223,10,99.9674,8,0,1,1716.7922100793544
1521,127,2,0.152573001,14,45.1086,3,2,2,1092.3431863816136
1522,40,1,0.122550245,7,176.1396,1,2,1,2189.773163563983
1523,63,1,0.097885516,14,172.6738,6,1,1,2513.0105968991734
1524,433,1,0.08454227,0,107.128,5,2,3,3119.6842538260944
1525,164,2,0.083694927,5,124.8362,4,0,0,942.0080010361171
1526,1086,1,0.124555719,3,90.3488,3,2,2,1811.5028654989846
1527,355,1,0.103473165,3,103.799,8,0,1,1623.515662134656
1528,116,1,0.053372178,14,43.377,8,0,1,756.0605296114804
1529,1308,3,0.051945908,9,141.547,8,0,1,2348.481685451196
1530,430,1,0.029172707,6,228.201,0,2,0,2240.0836711380366
1531,839,2,0.027953194,13,229.4352,4,0,0,2646.1940165005653
1532,1355,0,0.09060629,11,195.0478,9,0,1,3063.4890340266347
1533,1290,1,0.024430294,9,42.6454,3,2,2,1227.1922270678915
1534,930,2,0.069695361,10,233.7616,9,0,1,3777.137961798231
1535,808,1,0.02800432,13,146.976,7,1,1,2277.1351522197415
1536,179,2,0.116651733,0,162.421,6,1,1,2372.7582433017114
1537,53,1,0.076364306,4,63.0536,5,2,3,2446.7196274471407
1538,318,2,0.03258625,5,145.6102,3,2,2,2867.8211293002178
1539,675,4,0.144631478,13,100.6332,8,0,1,1592.8768363990712
1540,1126,2,0.113564473,4,92.6436,5,2,3,2866.876856421625
1541,950,2,0.010940934,10,110.4544,7,1,1,1774.026830847412
1542,983,2,0.134597662,13,44.7402,1,2,1,139.77060208384864
1543,513,1,0.114329308,5,59.4246,5,2,3,2319.682619258466
1544,287,1,0.036268455,6,122.5046,4,0,0,947.9997398038563
1545,937,1,0.111447593,0,33.4874,9,0,1,566.5909226810272
1546,39,1,0.03305315,4,152.334,5,2,3,3909.717541756884
1547,680,2,0.220221011,5,88.1198,0,2,0,-229.0327136911194
1548,248,2,0.135767734,13,191.282,5,2,3,4364.370925854701
1549,1117,1,0.156615836,10,160.6578,7,1,1,2274.021739349893
1550,918,1,0.018556186,3,187.1214,1,2,1,2530.202346993615
1551,961,1,0.00557982,5,121.1414,2,1,1,1649.3200057241716
1552,981,2,0.043756113,6,216.3508,4,0,0,2423.014774268125
1553,1104,1,0.0,1,85.4566,5,2,3,2915.208110414291
1554,1415,1,0.032256191,8,165.1526,8,0,1,2679.628975102953
1555,584,1,0.046625941,10,152.3682,6,1,1,2281.8951883479194
1556,491,2,0.062353714,5,145.4418,9,0,1,2425.9009470658175
1557,802,2,0.0,0,98.7726,9,0,1,1806.724648272209
1558,83,1,0.09698132,4,55.593,1,2,1,359.2150550505569
1559,469,2,0.066241884,6,250.9092,1,2,1,3479.4365477109004
1560,247,2,0.04302561,6,110.0254,9,0,1,1908.63259502739
1561,390,1,0.009579343,13,62.351,6,1,1,941.2284680036264
1562,865,1,0.095341405,6,178.037,0,2,0,1342.6726729681718
1563,346,1,0.037985629,15,123.1046,7,1,1,1891.6646095105716
1564,1428,1,0.050071843,9,152.4708,4,0,0,1374.0486403850487
1565,1458,1,0.0,8,96.8094,1,2,1,1142.6477778542799
1566,163,2,0.030901894,4,254.2672,1,2,1,3597.2704754775823
1567,175,3,0.064663519,6,194.0794,6,1,1,2980.303906167859
1568,181,1,0.065053427,3,86.6198,7,1,1,1295.1374867077216
1569,1300,1,0.0,9,178.137,3,2,2,3377.628589284328
1570,127,2,0.15121816,14,45.9086,5,2,3,2075.2421537068058
1571,368,1,0.056555477,13,214.2218,5,2,3,4818.546011506605
1572,778,2,0.151688857,10,80.6276,3,2,2,1644.1312142790403
1573,1473,1,0.010049688,9,174.937,2,1,1,2468.26436871531
1574,1524,1,0.054944247,8,36.3874,1,2,1,108.77437978944863
1575,847,1,0.028943289,13,239.6222,8,0,1,3845.0811220713695
1576,573,1,0.080417724,13,121.244,9,0,1,1973.050600618728
1577,380,1,0.219568112,5,248.346,0,2,0,2235.467626560013
1578,1023,1,0.0,13,125.6704,8,0,1,2117.5296142941434
1579,309,1,0.119952711,4,45.2744,8,0,1,683.924682023325
1580,374,1,0.021535488,12,109.6596,8,0,1,1840.9977175654599
1581,172,1,0.025479919,4,238.5538,8,0,1,3853.566530274986
1582,855,2,0.100970195,6,195.8768,7,1,1,2958.7602052358643
1583,1401,1,0.05250462,8,121.673,2,1,1,1569.7231418211509
1584,275,2,0.113918065,0,87.9514,5,2,3,2808.337018672998
1585,223,1,0.07157425,13,207.9612,7,1,1,3160.301983892972
1586,63,1,0.097822555,14,175.4738,1,2,1,2211.9231281782877
1587,1062,1,0.148381569,6,104.928,8,0,1,1553.4447782206362
1588,377,2,0.026230365,3,39.1138,5,2,3,2190.431073142558
1589,1178,1,0.129972082,6,162.921,2,1,1,2086.828072785833
1590,410,2,0.037628842,13,109.5254,9,0,1,1899.2041265793546
1591,418,1,0.121893603,15,261.3252,4,0,0,2952.505005562621
1592,1303,1,0.088965771,9,189.8504,6,1,1,2787.0068591765744
1593,598,2,0.110885027,4,181.3318,4,0,0,1771.9900698744686
1594,1328,1,0.03466576,9,125.902,6,1,1,1882.3840396952387
1595,94,1,0.0,7,60.7878,9,0,1,1180.2132335330825
1596,894,2,0.156014453,6,238.9538,6,1,1,3482.1200172315584
1597,26,0,0.167836117,14,241.0512,3,2,2,4049.067366745803
1598,1185,2,0.046989556,10,184.3608,1,2,1,2462.198740759208
1599,1178,1,0.129767515,6,161.821,3,2,2,2910.6422610616246
1600,838,1,0.02665921,13,111.157,5,2,3,3258.612286326491
1601,1434,1,0.020591811,11,81.0618,9,0,1,1440.3363112109841
1602,1239,2,0.07961949,0,98.6042,3,2,2,2052.262782786006
1603,1003,2,0.089693419,13,152.2708,9,0,1,2470.1478991411336
1604,1188,2,0.02438425,6,194.411,1,2,1,2661.6609694324725
1605,75,1,0.058671483,7,73.838,3,2,2,1672.1774320308155
1606,190,2,0.156072361,4,240.2538,5,2,3,5104.662781768025
1607,1190,1,0.047987061,13,186.8898,7,1,1,2860.4324494326056
1608,635,0,0.053579102,4,177.3002,7,1,1,2684.8732797681914
1609,1182,1,0.009408748,0,74.838,6,1,1,1142.8530755616534
1610,1390,1,0.066713516,11,184.2924,6,1,1,2734.3442204590656
1611,531,1,0.036130545,3,52.6982,0,2,0,-501.4659545004206
1612,120,1,0.027036842,14,150.8682,1,2,1,1947.1693596432124
1613,1349,1,0.060160503,9,232.2642,9,0,1,3731.413154254883
1614,1152,1,0.051953489,1,33.8558,2,1,1,215.15227746236292
1615,468,2,0.0,10,199.0426,1,2,1,2778.2819211927963
1616,47,1,0.277579189,4,39.6506,0,2,0,-1106.0594614226684
1617,620,1,0.013338995,3,109.7254,2,1,1,1465.0903784310285
1618,738,2,0.025793045,13,187.9872,7,1,1,2954.9201263745936
1619,341,2,0.099125013,4,63.0194,6,1,1,847.6919408366825
1620,318,2,0.032447909,5,146.9102,6,1,1,2264.914460354269
1621,619,1,0.062869397,2,132.8626,5,2,3,3552.0713695340637
1622,255,2,0.1719225,13,156.7972,5,2,3,3766.6055127907175
1623,1338,1,0.01270511,9,122.8414,3,2,2,2494.915250395209
1624,1298,1,0.103863648,9,168.8448,3,2,2,3058.3599370854645
1625,1103,1,0.007583861,13,107.0622,3,2,2,2255.623257610991
1626,426,1,0.060822826,0,234.6616,7,1,1,3607.9875327086575
1627,1031,1,0.107320959,6,176.337,2,1,1,2335.527899625426
1628,849,3,0.087395867,1,194.2794,1,2,1,2598.6973671212677
1629,646,2,0.08429269,0,40.6138,4,0,0,-369.70209801428905
1630,1301,1,0.020280634,9,258.4962,3,2,2,4594.639708541999
1631,1398,1,0.0,9,117.0808,5,2,3,3394.0430637931113
1632,810,2,0.056474207,1,85.6908,9,0,1,1506.7555279277108
1633,359,1,0.012148905,6,36.5848,8,0,1,726.7784114247806
1634,1464,1,0.0,9,264.791,2,1,1,3884.212449170642
1635,943,1,0.102986542,6,117.9466,8,0,1,1833.8638221213114
1636,476,1,0.05263512,10,244.2512,2,1,1,3486.3902964514637
1637,925,1,0.112731284,13,59.922,2,1,1,506.4272872789693
1638,1309,1,0.047147628,9,170.8422,5,2,3,4152.847175202751
1639,55,1,0.019088324,14,185.924,7,1,1,2906.181465142259
1640,232,1,0.015365323,13,197.3084,2,1,1,2817.3208926283755
1641,795,1,0.089765562,2,194.6478,2,1,1,2657.9431515541473
1642,762,1,0.046475348,6,47.9692,6,1,1,659.6605711670809
1643,1091,2,0.035144569,6,171.8448,6,1,1,2638.171501722543
1644,517,2,0.141879554,3,215.1218,0,2,0,1884.4274473223168
1645,991,2,0.058279823,6,237.4564,3,2,2,4245.352868651909
1646,1082,1,0.099321607,13,104.928,7,1,1,1499.335352639399
1647,1522,1,0.0148655,8,143.2154,5,2,3,3775.727482981404
1648,681,2,0.179191782,6,146.2786,0,2,0,744.1607895672582
1649,39,1,0.033265629,4,152.334,9,0,1,2553.993564621362
1650,706,1,0.089827705,13,114.4518,2,1,1,1396.5096471845482
1651,1233,2,0.030169768,10,103.799,0,2,0,321.77234047276716
1652,1343,1,0.118848485,11,55.3588,2,1,1,422.6527812279187
1653,958,2,0.0,3,184.6924,6,1,1,2902.625572231814
1654,917,2,0.049612318,0,224.1062,6,1,1,3437.1027998304835
1655,1379,1,0.083179333,9,62.0194,3,2,2,1429.0007270276442
1656,736,1,0.174497541,6,128.8652,2,1,1,1486.9910706219757
1657,1459,1,0.038541712,9,33.09,9,0,1,665.4941816173136
1658,653,1,0.046123804,13,118.6124,8,0,1,1934.483151875604
1659,415,1,0.102768984,6,54.7298,2,1,1,457.1692732903871
1660,773,1,0.033179231,13,171.5422,8,0,1,2778.8927645592926
1661,66,1,0.023923093,14,105.528,9,0,1,1828.1036616577944
1662,951,2,0.047390108,5,245.0144,1,2,1,3414.895770696412
1663,643,1,0.070333939,6,110.7912,7,1,1,1653.3447311984523
1664,1419,1,0.078832748,11,101.5016,0,2,0,165.9988982434752
1665,1498,1,0.0,8,177.2686,6,1,1,2739.6371844730475
1666,1301,1,0.020181546,9,260.1962,1,2,1,3653.107899214945
1667,718,1,0.078153958,3,91.3804,6,1,1,1286.5603832645943
1668,956,1,0.015898191,1,229.7668,1,2,1,3200.68087281699
1669,1137,3,0.09851376,5,36.7164,5,2,3,2054.790006676938
1670,347,2,0.016297312,3,186.3556,2,1,1,2691.145889048507
1671,1146,2,0.022183497,10,196.9452,2,1,1,2827.863650408558
1672,1285,1,0.026958635,9,98.5726,3,2,2,2093.7365077235872
1673,546,1,0.098331927,10,100.5042,1,2,1,1043.1524851252025
1674,581,2,0.121879396,0,61.222,7,1,1,837.9314467257336
1675,566,1,0.051758515,13,259.462,2,1,1,3719.850566888488
1676,73,1,0.04126841,14,80.6592,0,2,0,-83.15241650485495
1677,808,1,0.027947642,13,146.876,8,0,1,2403.2431314178134
1678,1201,1,0.031581072,0,93.4462,2,1,1,1177.8461417306626
1679,689,2,0.12578499,13,261.691,3,2,2,4503.965187356966
1680,1315,1,0.112299979,9,126.4046,6,1,1,1759.8402858229624
1681,616,2,0.086417608,13,168.679,2,1,1,2282.3083672668185
1682,1395,1,0.054672984,8,101.0358,5,2,3,3053.6083247972783
1683,1471,1,0.0693587,9,89.9146,1,2,1,917.2832541055946
1684,276,1,0.088053052,3,117.0124,4,0,0,779.3234839579086
1685,336,1,0.107801614,13,182.3634,1,2,1,2300.4294223793663
1686,988,1,0.08271731,4,192.6504,7,1,1,2905.418963159813
1687,211,1,0.014580169,6,157.5262,8,0,1,2607.3931990452197
1688,1344,1,0.035391991,8,86.8224,2,1,1,1056.5772739888553
1689,1223,1,0.017153018,4,48.135,6,1,1,708.5854498405615
1690,490,2,0.125498428,5,99.7358,1,2,1,1027.1845104457716
1691,404,2,0.041346719,13,37.819,1,2,1,195.65594839863888
1692,950,2,0.010980551,10,110.7544,2,1,1,1507.1094712837103
1693,366,1,0.033355494,6,198.5768,3,2,2,3654.6155005268356
1694,1048,1,0.122548032,4,122.173,6,1,1,1686.1686161566718
1695,910,1,0.024232347,4,36.1874,9,0,1,750.5585520279787
1696,15,1,0.065806717,14,144.6128,2,1,1,1913.4107136375665
1697,370,2,0.046707264,3,151.9998,9,0,1,2558.253092491865
1698,1050,2,0.0,5,118.6466,6,1,1,1870.751755939009
1699,1152,1,0.051741591,1,35.2558,9,0,1,690.7006384830477
1700,1027,1,0.045643611,3,222.0456,6,1,1,3371.894293855522
1701,1074,1,0.081615145,0,38.6164,5,2,3,2050.343461934731
1702,350,1,0.026989658,5,107.728,3,2,2,2252.3293196544796
1703,156,1,0.055439323,6,130.0994,2,1,1,1713.2490533818518
1704,440,1,0.136300946,13,126.0678,8,0,1,1901.4711832999333
1705,1417,1,0.018833177,8,97.8384,1,2,1,1127.491032318153
1706,1114,2,0.026211917,0,241.3196,2,1,1,3524.8893988768386
1707,365,1,0.042585419,5,196.911,1,2,1,2646.2636495456345
1708,868,2,0.055671183,1,222.3088,7,1,1,3452.5625651627543
1709,852,2,0.173436917,10,150.0708,6,1,1,2064.4785612371857
1710,948,1,0.253421913,3,106.228,0,2,0,-38.320808983731695
1711,271,1,0.121419594,6,120.244,1,2,1,1319.9469484496922
1712,822,2,0.02858175,3,116.4492,5,2,3,3385.2447350866687
1713,811,2,0.10935376,0,120.4098,6,1,1,1723.459847280389
1714,670,2,0.092114847,3,248.7408,9,0,1,3984.524780971532
1715,1368,1,0.113844617,8,157.8604,1,2,1,1902.821589003107
1716,693,1,0.060763988,2,164.0526,5,2,3,4040.3339070928914
1717,331,1,0.089368341,3,143.8786,3,2,2,2713.022176233052
1718,165,1,0.18413701,6,172.808,0,2,0,1120.2718080381665
1719,1116,1,0.07492586,4,75.3354,6,1,1,1036.2085603564328
1720,168,1,0.014890695,15,174.108,7,1,1,2726.679813102112
1721,370,2,0.046595951,3,153.0998,1,2,1,1994.6012662934618
1722,339,1,0.044697626,3,166.5842,7,1,1,2572.461010255247
1723,78,1,0.034404287,7,113.5834,8,0,1,1890.2358619783358
1724,811,2,0.108844791,0,118.5098,5,2,3,3286.279213218807
1725,587,2,0.007111808,13,39.348,5,2,3,2211.1810939150414
1726,9,1,0.037643694,14,192.0188,5,2,3,4507.661608188325
1727,265,1,0.118890636,13,227.9694,8,0,1,3519.3323485836318
1728,352,1,0.036358713,6,140.0154,7,1,1,2168.9096032236166
1729,919,2,0.127986136,4,120.344,7,1,1,1739.1136604703001
1730,1541,1,0.024477166,8,189.6214,8,0,1,3072.1708972032966
1731,332,2,0.133086933,5,230.1668,3,2,2,4015.157532917294
1732,826,2,0.159690469,6,144.2102,6,1,1,2001.6738366979962
1733,1309,1,0.082951105,9,173.7422,4,0,0,1651.3572920611218
1734,1208,2,0.109992376,6,81.1592,8,0,1,1280.927671265311
1735,1339,1,0.046276017,8,154.2682,3,2,2,2929.0039408495304
1736,391,1,0.071244009,15,127.102,8,0,1,2025.020859385682
1737,1408,1,0.046550645,8,100.4384,6,1,1,1466.2640266090762
1738,1075,1,0.037649797,0,49.5034,3,2,2,1325.583408188248
1739,1521,1,0.00600295,9,166.1526,3,2,2,3178.3300824113285
1740,1259,0,0.009876591,8,48.2034,6,1,1,681.7068695923026
1741,493,1,0.065799906,6,177.0054,4,0,0,1744.4359278108245
1742,417,2,0.032909657,13,112.9518,8,0,1,1906.0969434913636
1743,623,1,0.064752101,6,243.3144,0,2,0,2413.279726765723
1744,1065,1,0.081651205,1,61.6194,0,2,0,-442.9229112460847
1745,1110,1,0.022599777,6,179.2318,6,1,1,2739.315887773942
1746,1353,1,0.03788768,8,40.648,6,1,1,550.598341297638
1747,556,2,0.049175079,6,151.5682,3,2,2,2928.6154392012168
1748,1258,1,0.028543185,9,159.4604,6,1,1,2415.9813012257946
1749,76,1,0.034446434,14,170.7422,6,1,1,2589.4404776331407
1750,1374,0,0.0,11,254.004,9,0,1,4133.4906206038495
1751,31,1,0.073581718,14,94.412,3,2,2,1959.1646135966166
1752,284,1,0.170768961,3,183.5266,2,1,1,2353.411309240141
1753,195,1,0.067208123,13,235.559,8,0,1,3725.2167937170625
1754,129,1,0.162949459,7,145.0444,6,1,1,1981.459490612488
1755,752,1,0.032232864,3,50.9008,3,2,2,1356.5107969397504
1756,1256,1,0.130065297,9,188.6872,2,1,1,2483.1380866807476
1757,920,4,0.042922946,10,184.695,2,1,1,2674.4104298114403
1758,1437,1,0.011235608,11,57.0614,3,2,2,1469.567326641668
1759,362,1,0.082412268,0,148.5076,6,1,1,2176.804893720133
1760,624,1,0.06462627,13,256.2646,3,2,2,4488.344694325742
1761,1149,2,0.07404547,6,205.8638,6,1,1,3101.7266257023693
1762,360,2,0.157816029,13,145.4418,2,1,1,1803.5219867548522
1763,933,2,0.065767041,6,189.6214,7,1,1,2919.6301346791097
1764,641,2,0.026031835,10,101.2674,3,2,2,2178.359652731714
1765,1460,1,0.011868237,9,154.434,3,2,2,2986.7441713940507
1766,476,1,0.052420442,10,242.4512,9,0,1,3912.122232817753
1767,1120,1,0.085446623,13,107.8912,2,1,1,1296.8251291404472
1768,836,2,0.049153588,6,145.3102,6,1,1,2204.521932628682
1769,1155,2,0.08757299,4,261.191,1,2,1,3598.0298589324257
1770,1255,1,0.0,9,170.6106,7,1,1,2691.9080240914213
1771,1516,1,0.113603432,8,231.73,8,0,1,3578.216032903765
1772,618,2,0.070058787,0,190.3214,7,1,1,2934.5770794061877
1773,498,2,0.136978402,5,160.4236,5,2,3,3888.9746583950237
1774,1489,1,0.0,9,164.121,9,0,1,2769.9708481610855
1775,271,1,0.120932251,6,121.044,5,2,3,3269.5532908854493
1776,554,1,0.00898298,10,123.0756,3,2,2,2512.8580686273162
1777,1354,1,0.00673599,9,166.4184,2,1,1,2342.6193102154893
1778,227,1,0.053288809,4,257.5672,4,0,0,3025.4076720007533
1779,55,1,0.018957442,14,188.324,5,2,3,4481.007975495489
1780,1212,4,0.153733623,3,51.935,9,0,1,879.8756256559477
1781,230,2,0.032925311,6,223.5772,4,0,0,2562.635109273271
1782,844,2,0.008034387,5,82.5618,8,0,1,1479.752148218246
1783,1411,1,0.051902594,9,44.7086,4,0,0,-306.5875420980552
1784,1397,1,0.012124086,11,190.753,7,1,1,2980.9299496090525
1785,789,2,0.105799985,5,155.0656,4,0,0,1368.0792454895459
1786,693,1,0.061308404,2,164.8526,3,2,2,3083.708019766068
1787,567,1,0.0,0,77.2354,1,2,1,858.5004697042236
1788,962,1,0.060090767,6,152.5366,3,2,2,2885.7974287591123
1789,1071,1,0.0,6,123.373,8,0,1,2089.977205839549
1790,1016,2,0.101891731,0,98.7384,0,2,0,137.52291097762304
1791,441,1,0.021413299,0,158.2288,1,2,1,2084.9866930923763
1792,1055,1,0.048101713,1,216.0166,9,0,1,3512.2518165103866
1793,573,1,0.080455726,13,120.144,7,1,1,1773.986812319536
1794,585,1,0.16763712,5,45.506,5,2,3,2012.505132909213
1795,1440,1,0.116932555,8,155.463,8,0,1,2386.111810569279
1796,512,2,0.023417483,4,185.1608,3,2,2,3497.958431154283
1797,1123,1,0.0,0,93.5462,9,0,1,1686.8188758961605
1798,946,2,0.0,1,96.3068,8,0,1,1711.0680730047939
1799,915,2,0.062140968,13,60.8562,9,0,1,1094.2713167448892
1800,1231,2,0.019849032,3,87.7198,3,2,2,1979.6217204080963
1801,1090,2,0.022316641,6,229.5036,5,2,3,5148.990541564513
1802,131,1,0.050461669,14,95.5752,2,1,1,1174.3635890743426
1803,511,2,0.05017202,3,80.596,7,1,1,1257.1901950954398
1804,166,1,0.030069149,6,217.4192,1,2,1,2987.7047463941744
1805,524,2,0.070394702,3,190.053,4,0,0,1977.9780046689561
1806,808,1,0.0,13,146.776,2,1,1,2049.58224298929
1807,1445,1,0.0,8,193.5794,4,0,0,2099.309266006742
1808,422,2,0.071563651,6,59.9536,9,0,1,1079.0058728799931
1809,10,2,0.032284472,14,123.973,5,2,3,3491.9788270088175
1810,1051,1,0.055063016,6,144.5444,6,1,1,2145.3849501923905
1811,803,2,0.0,2,157.363,7,1,1,2534.5282951705326
1812,333,1,0.239568811,5,60.4878,0,2,0,-722.383334382773
1813,814,2,0.0,10,205.798,1,2,1,2879.355820942376
1814,304,1,0.0,6,92.9436,9,0,1,1679.6155057642668
1815,670,2,0.153942031,3,249.7408,0,2,0,2401.3201010598495
1816,953,2,0.115592409,6,58.1246,8,0,1,915.9075747649695
1817,947,3,0.046048229,0,200.0084,7,1,1,3156.5929796770315
1818,960,2,0.091720302,10,180.8292,9,0,1,2915.6433294064796
1819,271,0,0.203400773,6,118.944,0,2,0,213.2840671795725
1820,1419,1,0.046870135,11,99.3016,5,2,3,3035.6774658533423
1821,788,2,0.044502932,10,101.699,2,1,1,1311.6858282739358
1822,814,2,0.008735936,10,205.998,8,0,1,3394.44298541265
1823,68,1,0.285077835,7,54.1614,0,2,0,-896.7605454539024
1824,404,2,0.041465078,13,38.119,7,1,1,599.2187644500241
1825,1347,1,0.014289425,9,103.8332,1,2,1,1228.0386265407305
1826,831,2,0.062851683,0,90.583,8,0,1,1518.9022550898312
1827,1105,2,0.017058723,0,176.037,6,1,1,2741.2112309624426
1828,507,1,0.110580006,6,190.0846,1,2,1,2422.728281221299
1829,119,1,0.021310584,7,52.2298,3,2,2,1398.0489473551743
1830,426,1,0.101598896,0,232.7616,0,2,0,2196.8986583024875
1831,1078,2,0.0,10,155.9314,2,1,1,2227.418162932342
1832,1116,1,0.075245304,4,77.1354,3,2,2,1687.0749382703139
1833,246,1,0.023951515,6,56.0272,1,2,1,484.31460551284545
1834,1467,1,0.069828759,8,263.6884,3,2,2,4591.46175047755
1835,535,1,0.183403018,6,100.47,8,0,1,1431.4049526962012
1836,202,1,0.091011438,6,77.0986,4,0,0,150.04020681820612
1837,593,2,0.062868628,5,228.6668,5,2,3,5074.930652460967
1838,1057,1,0.064321473,3,151.7682,3,2,2,2869.360106771963
1839,577,2,0.027080602,10,197.611,8,0,1,3235.83239190164
1840,1121,2,0.023010532,13,209.1928,9,0,1,3467.083939969414
1841,515,2,0.038520943,13,144.6102,6,1,1,2206.5199202552144
1842,836,2,0.049262588,6,147.6102,7,1,1,2294.4518867167017
1843,403,2,0.146272238,12,151.505,6,1,1,2135.291022938479
1844,877,2,0.023042273,13,42.6428,5,2,3,2232.257257657574
1845,542,2,0.122281599,6,99.4016,6,1,1,1370.3049889145823
1846,325,2,0.054677324,5,151.7366,3,2,2,2925.9799241485716
1847,1400,1,0.017089325,9,95.841,2,1,1,1225.8413002669758
1848,949,2,0.108238986,4,97.2752,8,0,1,1540.3673194692074
1849,1521,1,0.005987891,9,163.6526,9,0,1,2752.231781419477
1850,510,2,0.039033732,0,207.8296,6,1,1,3206.300851145097
1851,1254,1,0.055806016,9,117.4492,5,2,3,3307.6616036046335
1852,740,1,0.062307997,1,217.4166,4,0,0,2382.8194914049755
1853,1114,4,0.0,0,241.4196,1,2,1,3512.4061449908895
1854,672,1,0.086808977,5,152.7998,3,2,2,2849.667823616949
1855,1046,2,0.051607098,0,77.8644,6,1,1,1155.3676473577611
1856,1532,1,0.177546973,9,171.9422,1,2,1,2011.7634776478144
1857,585,1,0.281955554,5,46.006,0,2,0,-1022.1019929552679
1858,847,1,0.029061192,13,240.0222,3,2,2,4292.615716458967
1859,532,1,0.017786864,5,161.0578,8,0,1,2654.435544240307
1860,49,1,0.04513213,14,77.167,2,1,1,897.6969620166983
1861,761,2,0.070632902,5,231.201,1,2,1,3163.008901908679
1862,1004,2,0.029175827,13,186.5898,2,1,1,2652.8018593331453
1863,576,2,0.10429446,3,105.5622,7,1,1,1554.127170037741
1864,406,2,0.049239282,5,244.1144,1,2,1,3404.235193339411
1865,156,1,0.055117075,6,128.7994,6,1,1,1910.7681980508746
1866,1093,2,0.069961219,13,66.4484,5,2,3,2521.4456659100674
1867,1288,1,0.016044864,9,103.1964,9,0,1,1796.8372601987599
1868,59,1,0.042145893,4,51.7982,1,2,1,392.61027233958976
1869,1310,1,0.021700021,9,35.5874,9,0,1,734.4578807671528
1870,506,0,0.014423523,10,118.015,8,0,1,1949.25573184607
1871,319,0,0.049319685,6,150.0734,8,0,1,2396.943372181128
1872,762,1,0.081387725,6,49.6692,4,0,0,-267.469121243528
1873,944,1,0.057429676,13,53.2956,7,1,1,767.532579631521
1874,365,1,0.042794507,5,195.011,3,2,2,3584.4967022121355
1875,1139,1,0.042966544,6,87.7172,8,0,1,1461.8049455181863
1876,629,1,0.044984953,5,179.866,5,2,3,4310.056438303378
1877,488,2,0.062440359,0,197.9426,9,0,1,3249.455710640339
1878,864,1,0.099960144,6,115.2518,7,1,1,1670.3632583451576
1879,298,1,0.021316704,0,117.7124,7,1,1,1855.1317125502496
1880,1065,1,0.048782082,1,60.5194,8,0,1,1035.7346909536718
1881,672,1,0.086591206,5,154.4998,9,0,1,2489.3005249360713
1882,1441,1,0.135282803,9,97.87,9,0,1,1511.6270203746221
1883,1450,1,0.01261332,9,166.5474,2,1,1,2333.6084322135252
1884,1471,1,0.069557245,9,91.5146,7,1,1,1340.951078361495
1885,72,1,0.1551444,4,75.867,0,2,0,-336.6552586364247
1886,239,2,0.026174636,6,103.7332,5,2,3,3194.4611025348586
1887,913,1,0.082381676,6,150.805,0,2,0,939.9147262765186
1888,238,2,0.0,6,225.272,6,1,1,3539.1831622273567
